9.513508306991274033e-01 3.379858326352854116e-16 -2.958166808140324511e-01 1.238133926574710727e-16 -8.010588952874750368e-02 2.386021981825406933e-17 -2.802424983575338424e-02 -4.168603998203762835e-18 -1.245345790894614169e-02 -3.245751283426514081e-18 8.166244565947940875e-03 -8.528249866533877472e-19
2.220446049250313081e-16 -9.563254274375554420e-01 -5.551115123125782702e-16 -2.804223259069537066e-01 -1.665334536937734811e-16 7.764157013358509440e-02 1.665334536937734811e-16 2.534269381975242860e-02 8.326672684688674053e-17 -1.016223205829275625e-02 2.498001805406602216e-16 -5.591016549177513228e-03
3.069206168300148141e-01 -3.330669073875469621e-16 8.864713785832206705e-01 -4.996003610813204432e-16 3.291591365464188179e-01 -1.110223024625156540e-16 1.007532976183299067e-01 3.469446951953614189e-18 3.481395089528344089e-02 3.469446951953614189e-18 -1.610138464718738338e-02 1.734723475976807094e-18
4.189411877085132481e-17 -2.908668493962355828e-01 -1.646218725084343616e-17 8.852252494387751192e-01 6.690044589827099342e-16 -3.442695916349531315e-01 -2.869587411665962141e-17 -1.079806820163936726e-01 -2.463386518845818216e-16 3.672797764041497298e-02 -4.467439645248884545e-17 1.556951905447022562e-02
2.566764087926469429e-02 -2.775557561562891351e-16 3.537612150328803828e-01 4.996003610813204432e-16 -8.472265725681662474e-01 4.163336342344337027e-16 -3.724599655863018999e-01 8.673617379884035472e-19 -1.252551578992056047e-01 -3.903127820947815962e-17 4.456488684656891713e-02 -8.456776945386934585e-18
2.460473054570417058e-18 -2.838465081062500547e-02 2.748165085012035840e-17 3.681484614605716188e-01 5.995816399972979275e-16 8.326079650163867862e-01 1.257462281798631173e-16 3.876443358050217225e-01 -2.117683662773453518e-18 -1.341510190977670824e-01 -3.785455655750734915e-17 -4.647979676331457505e-02
7.875448619587999133e-03 1.110223024625156540e-16 3.776145374322492643e-02 3.955169525227120175e-16 -4.052775290843924072e-01 1.335737076502141463e-16 8.027878601806949233e-01 1.791101988946053325e-16 4.117962723861621765e-01 5.009014036883030485e-17 -1.421888038308604107e-01 3.274290560906223391e-17
5.281860414026149489e-19 -5.498374519876658532e-03 -6.716512949128561422e-19 4.619462908013888258e-02 1.546156941468521296e-16 4.218419762854045407e-01 1.845634759076342691e-16 -7.851390816037189246e-01 -5.028368625622510725e-17 4.257585505368364220e-01 6.613498382914330039e-17 1.489008070785864390e-01
-2.586089304104411540e-03 2.498001805406602216e-16 8.987119078018634966e-03 -1.734723475976807094e-17 -5.537297350051830630e-02 1.396452398161329711e-16 4.483960982802578932e-01 1.400789206851271729e-16 -7.798408445150780688e-01 -1.647987302177966740e-16 4.331692208728035176e-01 -1.821459649775647449e-17
-1.830910897244485374e-18 1.198259210839128404e-03 -1.513091027144153535e-18 8.353124312925695738e-03 1.313723243567442675e-17 6.427075668265067043e-02 9.783579467637991702e-17 -4.635914588549662207e-01 3.131250128409495673e-18 -7.644456967726093177e-01 -3.229310291747260302e-16 -4.432874860483677626e-01
1.947705215956888752e-03 -1.110223024625156540e-16 -2.700619423252705043e-03 -2.393918396847993790e-16 -1.133147166888652524e-02 9.714451465470119729e-17 6.935112882404512180e-02 1.600282406588604545e-16 -4.530078728937143029e-01 1.665334536937734811e-16 -8.887265039797581645e-01 2.477401964129377632e-16
-9.414610354279182523e-19 -8.924178085703333594e-04 -3.607395660107306048e-18 -1.602738770646171262e-03 1.264572849996262425e-17 1.152511748443465177e-02 -2.157968411714006139e-17 -7.790616737274776160e-02 1.090250357079817455e-16 -4.635770940239424820e-01 9.096344133405439863e-17 8.825478533583687168e-01
