9.913489777412569648e-01 3.138330647269942142e-17 -1.281174547049141466e-01 -1.046920952024570116e-17 -2.652677637096236690e-02 -4.099127366288213375e-17 -9.046306124534508192e-03 5.823239962199539243e-18 -4.218840809139591877e-03 -8.110593081524116265e-18 2.368832706337977226e-03 -1.365181111401496533e-18 -1.514485932280019553e-03 -2.970777931050985642e-19 -1.018245408606461688e-03 3.185495286084596516e-19 -7.985122732493889642e-04 2.308097108668864729e-19 4.883777228832440580e-04 3.131892746153866426e-19
0.000000000000000000e+00 9.903456034225327498e-01 0.000000000000000000e+00 1.358657976218813068e-01 3.885780586188047891e-16 -2.612947090007884665e-02 8.326672684688674053e-17 -7.720472327704281171e-03 1.387778780781445676e-16 3.144517144992357415e-03 1.249000902703301108e-16 -1.578964609623816680e-03 -1.665334536937734811e-16 -9.103518472588328610e-04 2.081668171172168513e-17 5.556916943095296588e-04 -1.387778780781445676e-17 -3.888426761979829984e-04 -4.163336342344337027e-17 -2.145368635701202869e-04
1.310357951193561188e-01 1.407019183330285848e-16 9.769348901400577434e-01 1.979921054805700741e-16 1.646333453414958181e-01 1.664179241498941323e-16 3.436633433518451741e-02 -1.398542415337912576e-17 1.064270731749094104e-02 1.988240171571331491e-17 -4.523826812476636205e-03 -7.906744340098536538e-19 2.386788063615113975e-03 -3.303282014655154664e-18 1.402734441148975521e-03 7.939137114086348552e-19 9.756453168151221246e-04 -5.899294858008871403e-19 -5.558394282850954602e-04 8.632988919556122384e-19
1.107935637188010526e-17 1.385764944902529439e-01 1.852833047092915891e-16 -9.734788109087241237e-01 -2.363493094478156194e-16 1.778302728469845495e-01 -3.040572174575392660e-17 3.700006487537835231e-02 -1.487463974906415547e-16 -1.085771319930078048e-02 -1.249779057487057345e-16 4.314874449253458880e-03 3.965673067297197836e-17 2.108648973400737477e-03 -1.561008038148531086e-16 -1.149512839579144375e-03 1.061028615710036774e-17 7.255852532996608139e-04 -1.191586331519507398e-16 3.831621874286944606e-04
-5.759675404972026090e-03 5.011777836985644896e-16 1.707603352053952417e-01 -1.305344394321811127e-16 -9.643602158074100483e-01 -1.839010281441866776e-15 -1.968463186951875110e-01 -9.964705052809620622e-17 -4.314782549452063354e-02 -3.287632472762857759e-17 1.300219655232522434e-02 -1.137691986938898803e-17 -5.300785398921078161e-03 -3.029124633850270210e-18 -2.581666759659680035e-03 3.116386467367540567e-18 -1.565312392772832397e-03 -6.588253982930646171e-19 7.934429588285511672e-04 1.212160453767631847e-18
-1.378197307198623389e-18 -1.866069596193596376e-03 -8.594229785595526839e-17 -1.840255206876950933e-01 1.547124525733708441e-15 -9.592354224719951139e-01 8.293117104222146739e-16 -2.088900615261646554e-01 -1.120787182166030194e-16 4.630479131663006037e-02 -1.946072614537024940e-16 -1.355608033797524314e-02 8.434245438055846944e-17 -5.263448700387758639e-03 -2.208412093400250721e-16 2.363217447687481192e-03 -2.769780268975294006e-16 -1.381088891443554324e-03 -2.210409364647468144e-16 -6.122760773764526071e-04
4.018482530726264455e-03 -2.091014017551537168e-16 -2.116086206521606335e-03 6.466601908179627783e-17 -2.053725453764735087e-01 6.550692015236026577e-16 9.512351528297628978e-01 -1.346776100418759196e-15 2.236637030424740435e-01 4.082014989749461849e-16 -5.149434850778535772e-02 4.969501949635201897e-18 1.521511539601901053e-02 1.703495093486877587e-18 5.923259530593830320e-03 5.685092956894799179e-18 2.713009341254960655e-03 -5.369679056575190001e-18 -1.452741292819100362e-03 -8.750137844467400159e-19
-1.635938151404315581e-18 2.554925841420543041e-03 -7.192739495043243576e-18 -6.199309623134865825e-04 3.654016058941374507e-17 -2.180094790798249027e-01 1.507810617307618547e-15 9.456952767484606559e-01 -5.764664062242195658e-16 -2.342278058223230264e-01 -1.276595706964980197e-15 5.461534711619553395e-02 6.711915623342033593e-17 1.539498448348746232e-02 -7.126141299154995893e-16 -5.978353840208006954e-03 3.278804616877398342e-16 2.238038811933158647e-03 8.386640726654089320e-17 1.463682333108864498e-03
-2.099136226630109354e-03 1.156875179349147604e-16 3.820254447422109702e-03 1.127417119863235542e-16 -1.539696763705307881e-03 3.166965540907406071e-16 2.347125514089075660e-01 -9.488550357042026274e-16 -9.384642047798763542e-01 -1.469567237544298720e-15 2.457877175948080528e-01 1.621211402023109548e-17 -5.887368212310429422e-02 2.321899359202089457e-17 -1.560351607035530448e-02 6.207891997921409262e-18 -7.108790455687479318e-03 -1.909283320830061163e-18 1.366013262339130794e-03 3.287703878670633807e-18
-8.280942570792844318e-19 -1.178194123658990412e-03 3.484365470480836687e-19 -3.223835055477694035e-03 -3.337673433642164077e-17 -3.934251204473451780e-03 3.322700806070799977e-16 2.460191287522767167e-01 -1.237606418101998159e-15 9.335491260254759061e-01 1.497630551403852273e-15 -2.528348874941619973e-01 4.438362266489457139e-16 -6.123789972447381963e-02 -7.544977671221522574e-17 1.386550997610967728e-02 5.902388015053504442e-18 -8.094501582825399527e-03 -9.756697538804441099e-18 -1.548516069691653705e-04
1.283948680580743271e-03 -7.122649670007967439e-17 -1.903873841794609867e-03 2.084173542068442406e-16 -3.950309566062371394e-03 4.144029199698622157e-16 5.254616780338332294e-03 -8.088513524146764810e-16 -2.591963366924271983e-01 1.464684033948157749e-15 -9.288088137964491953e-01 4.934587010693925369e-16 2.563629315913442674e-01 1.185615290261313982e-17 6.433189715215355264e-02 1.615138140661693634e-17 1.053149549223514336e-02 3.875979840721527346e-18 -1.055931691240874146e-02 1.104053842260131865e-17
5.584874577753369042e-19 6.627758067732443439e-04 1.544344828859995184e-18 1.470227782759833896e-03 9.379841806652128335e-18 -3.623003715620973144e-03 -1.321011673726073707e-17 7.144249936546259901e-03 -1.603726332440358072e-16 2.669141545276005334e-01 9.034114339295579154e-16 9.282724422426192890e-01 -1.858813943242609059e-16 2.493623694949058667e-01 -3.121862924485558190e-17 -6.783108648131469520e-02 2.947716805159229440e-17 3.832947802030034577e-03 -1.219539867605060956e-17 1.424783067533966913e-02
-8.608624119314532480e-04 -7.141190428812636055e-17 1.150594109786310694e-03 1.923442953535307277e-17 1.913803677549029414e-03 8.069664335398355253e-17 3.967567270901127020e-03 -8.880367807444438136e-17 -7.341352537460963529e-03 8.600154682721736845e-16 -2.716546952651802127e-01 -2.144640344451222171e-16 -9.315654177674240755e-01 1.312123221375924853e-16 -2.286436170248375699e-01 1.734488336406700057e-17 -7.698498430209062271e-02 1.440951148756204362e-18 -1.047105073288668274e-02 -1.083203633476727877e-18
-6.650703357266487612e-19 -4.130602143465217390e-04 -1.912144422554400169e-18 -8.291812761810428943e-04 -2.978896426938812343e-18 1.739164913753481157e-03 6.106941861221324408e-18 3.186007325040989598e-03 4.750466995679597756e-18 5.619477867404656241e-03 7.762497030042037963e-17 2.649821337788976772e-01 -2.023846696325490038e-16 -9.404188292014894479e-01 -1.506232796814555222e-17 1.913219712971905850e-01 -4.478568594233326745e-17 -9.045215783019740219e-02 1.344719545440269362e-17 2.378219659735301972e-02
6.056802195035091612e-04 -1.181953516404040342e-16 -7.559848339364250332e-04 -7.495920807698250147e-17 -1.076733090582083791e-03 -1.239815869839862176e-16 -2.295610907088247842e-03 4.360453444039956235e-16 -1.734593806698561886e-03 5.025714174381373710e-17 2.010687227469676059e-03 -5.320338077736219334e-17 -2.439196671182582987e-01 -1.234746412911059852e-17 9.547817582112904100e-01 -1.457347461200117583e-16 1.245331359764857981e-01 -2.973164598701261204e-17 -1.156376625488151483e-01 -3.167147744794521123e-17
6.732021726385912667e-20 2.720804975399967345e-04 1.757657002045610934e-19 5.353334369445031816e-04 -8.706287239379687840e-19 -7.753471620354737042e-04 4.588744153232362210e-18 -2.926941732783778713e-03 -9.708844692565288149e-18 -2.464658423679360472e-03 -3.544781887287463854e-17 -1.758663064191961362e-02 -8.991511605575813395e-19 -2.037920527546603633e-01 -1.436216261043494386e-16 -9.667812035152174577e-01 2.363799132455620725e-17 5.924459278619571140e-02 3.338024834309926294e-17 1.413084891647098384e-01
-4.646949399222198422e-04 1.080084268057331227e-17 5.424365689670740658e-04 -2.813470334101924635e-17 8.120549544379811104e-04 5.465527242625546859e-17 6.871773743439229089e-04 2.570145757094511332e-16 5.083344591468060350e-03 -6.547287855019700794e-17 1.009519988201830476e-02 4.073394078888880876e-17 4.640438336872065861e-02 2.880780858143337922e-17 1.340801335012010709e-01 -5.523875942892610038e-17 -9.882851805121707356e-01 6.281999738672533383e-17 -5.506503161527195184e-02 -4.106954052481844655e-17
1.071866691164509893e-19 -1.974814955784610286e-04 -8.744074747953370435e-20 -3.437770335572817621e-04 5.005403166918499037e-20 7.651075690484403181e-04 -5.706676325610755716e-18 -1.310300845554432381e-04 8.084584772489763662e-18 -8.120902215292455026e-03 -2.645846122225112036e-17 -2.116354431820446913e-02 1.859778729602604504e-17 7.973565391841480610e-02 -4.015688253358517618e-18 -6.001685353648142374e-02 -7.017037576971892009e-17 -9.879827588448492071e-01 1.466146185541893274e-16 1.158260187097030214e-01
3.519873046876568351e-04 -1.526556658859590243e-16 -3.995368839572015218e-04 -1.734723475976807094e-18 -4.758852829030817133e-04 3.458604930228759144e-17 -1.119744764602312662e-03 -1.198043400596482400e-17 1.094525795017974902e-03 -5.570088661144279030e-17 1.239171050819079176e-02 -5.082197683525802034e-18 3.286411399675338157e-02 -1.357963221038094304e-17 -1.170879634367015670e-01 -2.790126528255665317e-17 4.104101349433839085e-02 -1.522643366643275376e-16 -9.916498765919619096e-01 -3.621319959396310240e-17
