__      ____  __          _____ _    _ _____ _   _ ______ 
\ \    / /  \/  |   /\   / ____| |  | |_   _| \ | |  ____|
 \ \  / /| \  / |  /  \ | |    | |__| | | | |  \| | |__   
  \ \/ / | |\/| | / /\ \| |    |  __  | | | | . ` |  __|  
   \  /  | |  | |/ ____ \ |____| |  | |_| |_| |\  | |____ 
    \/   |_|  |_/_/    \_\_____|_|  |_|_____|_| \_|______|
==========================================================

Started computation at Thu Jan  7 17:28:11 2021
Running on 1 CPU threads using Open MPI
Simulation is run from the directory: 


             SYSTEM INFORMATION
==============================================
Number of particles:      2
Number of dimensions:     2
Interaction style:        Coulomb
Hamiltonian:              harmonic oscillator
Initial state:            random normal
Oscillator frequency:     1.000000


           WAVE FUNCTION INFORMATION
==============================================
Element 0:                RBM-Gaussian
Element 1:                RBM-product
Basis:                    no basis
Initial parameters:       random uniform
Number of parameters:     14
Number of hidden nodes:   2
Print parameters to file: false


            SIMULATION INFORMATION
==============================================
Max number of iterations: 500
Number of MC cycles:      50000
Number of burn-in cycles: 50
Learning rate:            0.050000
Step length:              0.100000
Equilibration fraction:   0.001000
Sampling:                 Metropolis-Hastings
Optimization:             ADAM
Random number generator:  Mersenne-Twister


               PARTICLE DENSITY
==============================================
Compute radial one-body density:  false
Compute spatial one-body density: false
Compute radial two-body density:  false
Max radius of electron density:   5.000000
Number of bins in each direction: 1000


                  RESAMPLING
==============================================
Do resampling:            false
Print energies to file:   false


                  CONVERGENCE
==============================================
Check convergence:        false
Tolerance:                0.000000
Number of energies:       5


                 ADAPTIVE STEPS
==============================================
Apply adaptive steps:       false
Range of adaptive steps:    10
Additional steps:           4
Additional steps last iter: 8


Step  Energy  Energy_STD  Kinetic  Kinetic_STD  External  External_STD  Interaction  Interaction_STD  Acceptence  CPU_time
139  3.18083640  0.00684955  0.96640072  0.06351075  1.03926645  0.06585164  1.17516923  0.15781437  0.99840000  0.03204656
140  3.23747115  0.01560704  0.97153862  0.06373825  1.04564972  0.06609661  1.22028281  0.15867274  0.99842000  0.03136039
141  3.21293410  0.01103790  0.97519068  0.06396377  1.04857764  0.06634045  1.18916578  0.15915154  0.99820000  0.03152394
142  3.20378254  0.00774624  0.98722376  0.06418767  1.03359478  0.06658120  1.18296399  0.15943023  0.99882000  0.03139138
143  3.25973594  0.00956522  0.97789879  0.06441322  1.04024512  0.06681513  1.24159203  0.15980603  0.99836000  0.03101707
144  3.26995465  0.01454226  0.97634129  0.06463638  1.03782309  0.06705174  1.25579027  0.16056383  0.99856000  0.03115988
145  3.23746301  0.01060577  0.99378816  0.06485659  1.02455869  0.06728534  1.21911615  0.16101319  0.99842000  0.03191853
146  3.21490535  0.00747155  0.96052566  0.06508820  1.05339714  0.06751994  1.20098256  0.16127969  0.99860000  0.03141308
147  3.24588673  0.01508505  0.99030363  0.06530518  1.02752617  0.06775858  1.22805694  0.16207389  0.99872000  0.03141642
148  3.22305231  0.00832034  0.97835513  0.06553324  1.03840671  0.06799262  1.20629047  0.16238160  0.99836000  0.03161120
149  3.28704633  0.01042749  1.00229707  0.06575198  1.00964484  0.06822319  1.27510441  0.16280668  0.99862000  0.03173709
150  3.21069309  0.00847435  0.96404844  0.06597861  1.05274971  0.06844652  1.19389494  0.16312805  0.99848000  0.03159761
151  3.26005343  0.00900935  1.00812961  0.06619529  1.00718062  0.06868408  1.24474321  0.16346528  0.99806000  0.03129363
152  3.20511621  0.00804946  0.97667176  0.06642190  1.02771849  0.06890503  1.20072596  0.16375862  0.99866000  0.03181243
153  3.22703887  0.00753600  0.99323118  0.06663914  1.02531677  0.06913194  1.20849092  0.16402116  0.99850000  0.03182817
154  3.24152960  0.01009754  1.02014062  0.06685525  0.99569922  0.06935160  1.22568976  0.16442181  0.99860000  0.03179693
155  3.23821401  0.00860902  0.95778016  0.06708721  1.05891425  0.06957074  1.22151960  0.16473987  0.99850000  0.03156137
156  3.20992898  0.00850838  0.97207978  0.06729573  1.04145166  0.06980246  1.19639753  0.16505090  0.99816000  0.03098583
157  3.20089992  0.00776451  0.99123446  0.06750708  1.02684652  0.07002871  1.18281895  0.16532135  0.99842000  0.03148985
158  3.23860174  0.00801210  0.99107898  0.06772470  1.02675876  0.07025034  1.22076401  0.16560123  0.99834000  0.03161049
159  3.24779293  0.01046084  1.00279219  0.06793860  1.01568631  0.07047016  1.22931443  0.16602262  0.99858000  0.03165579
160  3.26652537  0.01105914  0.97661191  0.06816032  1.04371493  0.07069008  1.24619854  0.16648307  0.99820000  0.03167701
161  3.25034172  0.00855463  0.95326308  0.06838776  1.06307121  0.07093128  1.23400743  0.16679717  0.99884000  0.03148651
162  3.26707669  0.00973372  1.01327165  0.06859138  1.00230153  0.07116173  1.25150350  0.16717356  0.99838000  0.03135300
163  3.25088806  0.01373674  1.01352535  0.06880807  1.01043014  0.07137009  1.22693257  0.16783224  0.99840000  0.03154016
164  3.26417636  0.00809201  1.00997138  0.06902336  1.01046142  0.07158158  1.24374356  0.16811870  0.99838000  0.03142929
165  3.22300949  0.00823246  0.97318497  0.06924004  1.03233106  0.07179179  1.21749347  0.16841257  0.99848000  0.03146458
166  3.23486999  0.01091836  0.99892704  0.06944593  1.01434303  0.07200893  1.22159993  0.16885505  0.99838000  0.03120232
167  3.22653823  0.00998403  0.97169776  0.06966634  1.03909579  0.07222622  1.21574468  0.16923884  0.99850000  0.03137183
168  3.24909971  0.00815433  0.98057318  0.06986834  1.04192909  0.07244290  1.22659744  0.16952418  0.99860000  0.03162384
169  3.25118221  0.01470335  0.99151450  0.07007471  1.03067872  0.07266237  1.22898899  0.17025089  0.99850000  0.03158474
170  3.22681742  0.00700187  0.97100873  0.07028633  1.04707456  0.07288014  1.20873413  0.17048497  0.99836000  0.03145075
171  3.26000602  0.01183104  0.97235455  0.07049068  1.04491973  0.07310040  1.24273173  0.17098212  0.99862000  0.03128338
172  3.20847280  0.00754931  0.97377885  0.07069600  1.04843899  0.07332065  1.18625495  0.17124036  0.99840000  0.03119278
173  3.21870151  0.00877468  1.00673283  0.07089613  1.01723036  0.07353612  1.19473832  0.17154868  0.99860000  0.03186274
174  3.24707346  0.00738931  0.99848809  0.07110986  1.02565767  0.07374749  1.22292770  0.17179280  0.99842000  0.03155661
175  3.23647287  0.00863173  0.96564340  0.07132367  1.03261905  0.07395970  1.23821042  0.17209642  0.99836000  0.03148937
176  3.25200547  0.01065007  0.97628283  0.07152319  1.03559786  0.07417135  1.24012478  0.17251562  0.99840000  0.03135753
177  3.29279376  0.00980157  0.99271471  0.07172494  1.03489467  0.07438576  1.26518438  0.17288524  0.99854000  0.03153491
178  3.22966296  0.00866219  0.98887210  0.07193206  1.02915391  0.07459899  1.21163695  0.17319576  0.99846000  0.03154564
179  3.22081192  0.00728208  0.98412909  0.07213937  1.02516983  0.07481085  1.21151300  0.17343424  0.99848000  0.03132725
180  3.22455040  0.00765708  0.97775125  0.07234191  1.04197716  0.07501933  1.20482199  0.17368929  0.99820000  0.03144383
181  3.23847718  0.01024820  0.99611773  0.07254189  1.02108249  0.07523100  1.22127696  0.17407599  0.99852000  0.03129411
182  3.18914548  0.00857802  0.98165209  0.07274973  1.03999269  0.07544059  1.16750070  0.17437417  0.99862000  0.03136516
183  3.20110081  0.00837684  0.95725725  0.07295999  1.06243984  0.07566041  1.18140372  0.17465465  0.99854000  0.03151155
184  3.19691313  0.00842389  0.95962074  0.07315831  1.05521908  0.07588133  1.18207330  0.17493851  0.99850000  0.03165531
185  3.18939705  0.00846081  0.97282801  0.07335305  1.05496553  0.07609812  1.16160351  0.17522467  0.99868000  0.03152132
186  3.21661765  0.00935811  0.98105838  0.07355140  1.03861336  0.07631380  1.19694591  0.17555265  0.99856000  0.03207111
187  3.20636548  0.00992357  0.94651846  0.07375266  1.07989605  0.07652606  1.17995098  0.17591628  0.99884000  0.03142381
188  3.18792563  0.00768027  0.96879162  0.07394245  1.04878758  0.07674591  1.17034643  0.17616413  0.99838000  0.03183603
189  3.23589796  0.00954340  1.00357359  0.07413370  1.01292666  0.07695301  1.21939771  0.17650137  0.99850000  0.03122163
190  3.22601020  0.00999892  0.96439693  0.07433724  1.05099158  0.07715383  1.21062169  0.17686972  0.99868000  0.03133607
191  3.26019216  0.00939816  0.99664567  0.07452604  1.02942161  0.07736203  1.23412488  0.17720394  0.99870000  0.03112817
192  3.23982320  0.00991361  0.95128025  0.07473045  1.05476938  0.07756758  1.23377357  0.17756743  0.99866000  0.03123689
193  3.20755197  0.00752364  0.94871396  0.07492170  1.07009777  0.07778052  1.18874024  0.17781362  0.99842000  0.03172588
194  3.24173322  0.01041078  1.01043313  0.07510297  1.01532595  0.07798989  1.21597415  0.17819942  0.99880000  0.03101492
195  3.25234940  0.00806342  0.99365501  0.07530356  1.01895713  0.07818509  1.23973725  0.17846569  0.99842000  0.03109288
196  3.25336857  0.01065737  0.99584533  0.07549899  1.02304085  0.07838119  1.23448240  0.17887099  0.99856000  0.03099728
197  3.23395654  0.00786337  0.96620827  0.07569759  1.05985763  0.07858216  1.20789064  0.17913070  0.99830000  0.03120947
198  3.22879539  0.00759219  1.01609977  0.07588402  1.01577610  0.07878887  1.19691952  0.17937489  0.99868000  0.03114247
199  3.23715108  0.01039066  0.97585305  0.07608521  1.04464419  0.07898561  1.21665384  0.17975698  0.99848000  0.03153896
200  3.22269465  0.00921693  0.95383564  0.07628066  1.06348850  0.07919391  1.20537052  0.18007665  0.99872000  0.03153825
201  3.21272115  0.00849031  0.99766666  0.07646076  1.02726097  0.07939926  1.18779351  0.18035908  0.99874000  0.03118968
202  3.21507601  0.00947807  0.98803471  0.07665692  1.02516220  0.07959796  1.20187910  0.18068699  0.99854000  0.03120303
203  3.21599308  0.00828604  0.96666875  0.07684792  1.04657358  0.07979351  1.20275075  0.18095780  0.99868000  0.03144741
204  3.20483098  0.00783770  0.93635090  0.07704003  1.08132149  0.07999967  1.18715859  0.18120848  0.99826000  0.03141761
205  3.23392177  0.00857749  0.99854009  0.07721817  1.01770787  0.08020999  1.21767381  0.18149020  0.99856000  0.03147101
206  3.24430130  0.01004332  0.97099850  0.07741124  1.04978227  0.08040341  1.22352053  0.18185117  0.99816000  0.03149438
207  3.23785000  0.01037414  1.00747088  0.07759043  1.01388896  0.08059809  1.21649017  0.18223062  0.99870000  0.03143954
208  3.24210045  0.01182307  0.97281382  0.07778344  1.05663316  0.08078880  1.21265347  0.18269686  0.99868000  0.03119016
209  3.22872496  0.03393004  0.95345188  0.07797034  1.07134864  0.08099340  1.20392445  0.18590176  0.99850000  0.03157592
210  3.21184088  0.00902181  0.98941873  0.07815372  1.02698972  0.08119969  1.19543244  0.18619955  0.99838000  0.03168845
211  3.23634643  0.00794152  0.99759854  0.07834099  1.02944721  0.08139388  1.20930069  0.18644753  0.99880000  0.03148580
212  3.23953182  0.00839514  0.96968151  0.07853652  1.05251710  0.08159304  1.21733320  0.18671625  0.99868000  0.03148246
213  3.24785994  0.00831406  1.01479315  0.07871715  1.00788125  0.08178978  1.22518554  0.18698231  0.99880000  0.03144646
214  3.23163095  0.01022099  0.99585478  0.07890891  1.03082623  0.08197608  1.20494994  0.18734355  0.99870000  0.03183961
215  3.24905421  0.01070242  0.99878242  0.07909911  1.02002410  0.08217085  1.23024768  0.18772788  0.99844000  0.03139544
216  3.21592948  0.00733358  0.98264152  0.07928776  1.03758096  0.08235966  1.19570700  0.18795305  0.99858000  0.03124952
217  3.23779038  0.01209709  1.00034991  0.07947116  1.02029752  0.08255133  1.21714295  0.18841931  0.99846000  0.03133607
218  3.20794566  0.00787378  0.97401175  0.07966051  1.04870416  0.08274022  1.18522975  0.18866371  0.99828000  0.03139973
219  3.24515597  0.01220936  0.98430183  0.07984095  1.04326204  0.08293718  1.21759210  0.18913483  0.99844000  0.03161502
220  3.24401368  0.01448247  0.95214020  0.08002858  1.07372728  0.08313468  1.21814620  0.18976848  0.99824000  0.03135252
221  3.26726442  0.00855941  0.97773627  0.08020513  1.04193711  0.08333711  1.24759105  0.19004114  0.99846000  0.03134322
222  3.25201884  0.00909319  0.95500262  0.08039312  1.06701026  0.08353567  1.23000595  0.19034204  0.99854000  0.03154159
223  3.24408117  0.00948688  1.00453754  0.08056331  1.01399129  0.08372945  1.22555234  0.19065929  0.99846000  0.03136253
224  3.23197069  0.00961394  0.98496014  0.08075086  1.03809058  0.08391300  1.20891998  0.19098166  0.99870000  0.03144050
225  3.24917586  0.00934668  0.94383204  0.08093769  1.07361759  0.08410769  1.23172623  0.19128824  0.99870000  0.03163528
226  3.20813246  0.01121485  0.95839809  0.08111289  1.06628187  0.08431016  1.18345250  0.19169740  0.99842000  0.03154016
227  3.21211213  0.00789280  0.97127829  0.08128866  1.05823596  0.08450769  1.18259788  0.19193473  0.99836000  0.03140545
228  3.19882912  0.00830093  0.97482525  0.08146549  1.04961570  0.08470124  1.17438817  0.19218846  0.99856000  0.03174901
229  3.23326268  0.00967469  0.97226625  0.08164406  1.05189244  0.08489425  1.20910399  0.19250524  0.99834000  0.03160667
230  3.23456008  0.00890748  0.97116076  0.08182007  1.05812964  0.08508495  1.20526968  0.19278899  0.99870000  0.03141046
231  3.20285178  0.00871999  0.97395135  0.08199442  1.05078163  0.08527649  1.17811880  0.19306293  0.99862000  0.03138757
232  3.22549961  0.00833424  0.97700399  0.08217476  1.05289395  0.08547105  1.19560167  0.19331648  0.99906000  0.03157806
233  3.23069864  0.01106846  0.97918081  0.08234954  1.04268238  0.08565942  1.20883544  0.19370835  0.99838000  0.03106475
234  3.23569973  0.00973977  0.98305120  0.08252543  1.04381697  0.08584699  1.20883156  0.19403040  0.99872000  0.03136897
235  3.27528717  0.00995562  1.00892894  0.08270113  1.01826945  0.08603464  1.24808878  0.19436305  0.99878000  0.03115821
236  3.22974230  0.00888089  0.96456656  0.08288597  1.06248929  0.08621665  1.20268645  0.19464777  0.99848000  0.03157020
237  3.23575068  0.00779901  0.97073495  0.08306308  1.06347838  0.08641521  1.20153736  0.19488067  0.99850000  0.03154850
238  3.22055796  0.00801297  0.99876652  0.08323522  1.01872342  0.08660364  1.20306803  0.19512054  0.99858000  0.03156328
239  3.21268803  0.00907377  0.98721966  0.08341433  1.02842237  0.08678161  1.19704600  0.19540664  0.99830000  0.03145146
240  3.24449554  0.01001416  1.00040688  0.08358688  1.02307580  0.08696067  1.22101286  0.19573804  0.99888000  0.03123665
241  3.23507044  0.00944726  0.99461515  0.08376089  1.04335364  0.08713706  1.19710165  0.19604443  0.99888000  0.03174686
242  3.23356724  0.00846575  0.97734466  0.08393880  1.04571067  0.08732289  1.21051191  0.19630183  0.99852000  0.03115344
243  3.20444126  0.00811818  0.96234823  0.08410812  1.05817545  0.08750286  1.18391758  0.19654539  0.99840000  0.03106713
244  3.22981768  0.01053600  0.97044742  0.08427759  1.05704969  0.08769110  1.20232056  0.19690066  0.99852000  0.03141594
245  3.23139468  0.00992941  0.95503458  0.08445100  1.08147387  0.08788238  1.19488623  0.19722641  0.99826000  0.03167868
246  3.27499165  0.01340695  1.02115983  0.08461399  1.01107367  0.08807049  1.24275815  0.19775601  0.99842000  0.03157401
247  3.24905541  0.02019606  0.95498159  0.08479866  1.07756063  0.08824970  1.21651319  0.19886457  0.99846000  0.03183556
248  3.25479513  0.00814823  0.96723147  0.08496948  1.06540964  0.08844521  1.22215403  0.19910794  0.99850000  0.03152227
249  3.22533301  0.00791706  0.97557065  0.08514093  1.05007947  0.08863718  1.19968289  0.19934213  0.99840000  0.03152323
250  3.20561410  0.00804260  0.98413611  0.08530808  1.04123550  0.08881690  1.18024250  0.19957789  0.99888000  0.03177691
251  3.20805343  0.00837037  0.98280159  0.08547895  1.04049985  0.08899566  1.18475198  0.19982452  0.99874000  0.03135514
252  3.23152273  0.00838914  0.96441522  0.08565349  1.07357232  0.08918194  1.19353519  0.20007328  0.99862000  0.03131986
253  3.23892190  0.00948887  0.97319854  0.08581797  1.05722254  0.08936883  1.20850083  0.20037149  0.99858000  0.03142095
254  3.23008399  0.00873829  0.96265803  0.08599071  1.07382655  0.08955870  1.19359942  0.20063714  0.99860000  0.03156257
255  3.24437548  0.00766113  0.99032047  0.08615353  1.03730570  0.08974385  1.21674932  0.20085625  0.99856000  0.03148675
256  3.25869303  0.00912168  0.99729608  0.08632296  1.02512475  0.08991977  1.23627220  0.20113866  0.99854000  0.03123307
257  3.23099348  0.01213232  0.99874431  0.08649307  1.03172052  0.09009362  1.20052865  0.20158219  0.99876000  0.03133011
258  3.23986091  0.01233769  0.99831804  0.08666031  1.04057116  0.09026547  1.20097170  0.20203320  0.99836000  0.03156686
259  3.21324832  0.00860370  0.95631909  0.08683591  1.06960938  0.09044555  1.18731985  0.20228929  0.99832000  0.03134489
260  3.24201172  0.00963897  1.00257820  0.08699475  1.02530323  0.09062656  1.21413029  0.20259042  0.99838000  0.03123021
261  3.22332445  0.01031391  0.98268787  0.08716850  1.04333241  0.09080090  1.19730417  0.20292730  0.99884000  0.03166604
262  3.24968816  0.01529710  1.00598095  0.08733745  1.02069977  0.09097883  1.22300744  0.20357546  0.99828000  0.03207064
263  3.19374907  0.00800939  0.95256092  0.08751197  1.08273806  0.09115343  1.15845009  0.20380838  0.99884000  0.03140688
264  3.20257248  0.00944410  0.94065477  0.08767899  1.08802787  0.09134668  1.17388984  0.20409450  0.99836000  0.03168297
265  3.17367857  0.00669355  0.94060475  0.08783999  1.09646705  0.09153897  1.13660677  0.20427377  0.99872000  0.03117061
266  3.21133854  0.00808892  0.97601413  0.08799942  1.04991769  0.09172904  1.18540672  0.20449859  0.99854000  0.03133893
267  3.18574952  0.00689520  0.98687189  0.08816154  1.04741828  0.09190336  1.15145936  0.20468538  0.99854000  0.03119993
268  3.23556982  0.00944558  0.97932068  0.08833179  1.05068140  0.09208202  1.20556775  0.20496963  0.99878000  0.03159809
269  3.21620184  0.00983167  0.98311245  0.08849560  1.04622415  0.09225765  1.18686524  0.20527795  0.99842000  0.03137112
270  3.25349141  0.00944634  0.99661503  0.08866122  1.03970010  0.09243404  1.21717628  0.20556615  0.99854000  0.03130269
271  3.25365078  0.00789936  0.97299360  0.08882969  1.06932525  0.09261031  1.21133192  0.20579267  0.99846000  0.03169203
272  3.26178526  0.01421562  1.00392174  0.08898887  1.03380386  0.09278807  1.22405967  0.20635685  0.99872000  0.03132868
273  3.20614270  0.00940324  0.96280791  0.08915752  1.07326153  0.09296058  1.17007326  0.20664569  0.99860000  0.03159046
274  3.22385998  0.00893015  1.00282124  0.08931446  1.02852586  0.09313774  1.19251288  0.20690662  0.99876000  0.03154993
275  3.20209211  0.00828084  0.95286818  0.08948375  1.06943950  0.09330915  1.17978442  0.20714247  0.99874000  0.03168511
276  3.18081818  0.00833679  0.97433018  0.08963888  1.06758387  0.09348762  1.13890413  0.20737961  0.99862000  0.03152347
277  3.22606416  0.00819408  0.97075506  0.08980536  1.06453498  0.09366980  1.19077412  0.20760593  0.99878000  0.03133678
278  3.21516835  0.01009691  0.98056149  0.08996522  1.05407619  0.09384728  1.18053066  0.20792173  0.99870000  0.03148913
279  3.23170115  0.00853796  0.98516165  0.09012844  1.04208983  0.09402193  1.20444967  0.20816569  0.99824000  0.03151178
280  3.23540679  0.00765639  1.00660933  0.09028570  1.02496560  0.09418865  1.20383185  0.20837842  0.99870000  0.03125906
281  3.26875821  0.00905339  0.98993843  0.09045070  1.04344223  0.09435489  1.23537754  0.20864694  0.99866000  0.03122544
282  3.20400098  0.00899548  0.97933421  0.09061146  1.04791602  0.09452362  1.17675075  0.20891538  0.99858000  0.03162050
283  3.21956683  0.00925788  0.95490201  0.09077420  1.09229353  0.09469950  1.17237128  0.20918954  0.99846000  0.03175616
284  3.23050540  0.00748843  0.96470049  0.09092918  1.07820401  0.09488261  1.18760090  0.20939185  0.99840000  0.03142428
285  3.21160427  0.00799818  0.97445921  0.09108413  1.05984795  0.09505796  1.17729711  0.20961385  0.99870000  0.03157735
286  3.26911862  0.01253039  1.01692588  0.09124025  1.02678442  0.09522950  1.22540833  0.21005679  0.99862000  0.03160906
287  3.23064247  0.00756716  0.97211949  0.09140745  1.07375758  0.09539819  1.18476540  0.21026727  0.99872000  0.03170419
288  3.26371835  0.00842051  0.99399057  0.09156346  1.04667522  0.09557391  1.22305256  0.21050531  0.99882000  0.03161287
289  3.24576080  0.00819339  1.00218501  0.09172368  1.03493923  0.09574217  1.20863655  0.21073780  0.99870000  0.03139043
290  3.23730292  0.00827291  0.96505210  0.09188839  1.07500523  0.09591137  1.19724559  0.21097169  0.99840000  0.03162193
291  3.18086898  0.00889621  0.98120463  0.09204441  1.05591921  0.09608783  1.14374514  0.21122891  0.99856000  0.03128242
292  3.26162299  0.00796292  1.01598981  0.09219923  1.03216303  0.09625700  1.21347015  0.21144379  0.99840000  0.03134918
293  3.25116887  0.00973074  0.98647311  0.09236292  1.05038457  0.09642107  1.21431120  0.21173968  0.99848000  0.03131843
294  3.20308261  0.01743374  0.97378540  0.09252170  1.07721223  0.09659236  1.15208498  0.21252830  0.99858000  0.03142071
295  3.23302343  0.00792559  0.97451792  0.09267932  1.05331833  0.09676676  1.20518719  0.21274017  0.99868000  0.03173018
296  3.23891692  0.00888281  0.98438506  0.09283631  1.05530107  0.09693923  1.19923079  0.21299633  0.99880000  0.03165960
297  3.24497294  0.00687365  0.97784465  0.09299709  1.07241834  0.09711328  1.19470996  0.21317772  0.99866000  0.03132272
298  3.20180073  0.01181563  0.98252735  0.09315157  1.06722352  0.09728578  1.15204986  0.21357445  0.99850000  0.03142858
299  3.19439010  0.00725600  0.96545413  0.09330994  1.09122443  0.09746133  1.13771154  0.21376274  0.99858000  0.03125119
300  3.21944564  0.00705117  0.97646702  0.09346314  1.07004013  0.09763910  1.17293849  0.21394222  0.99828000  0.03186774
301  3.19181478  0.00797969  0.99529265  0.09361224  1.04975568  0.09780633  1.14676645  0.21415774  0.99832000  0.03172946
302  3.22713864  0.00948159  1.00781604  0.09377172  1.04087574  0.09797409  1.17844686  0.21443158  0.99874000  0.03170633
303  3.25484642  0.00936889  0.99268994  0.09393128  1.06546076  0.09814037  1.19669572  0.21470441  0.99870000  0.03160214
304  3.21891915  0.00763136  0.96698869  0.09408966  1.07986667  0.09831178  1.17206379  0.21490933  0.99834000  0.03157139
305  3.22312984  0.00961561  0.97615256  0.09424173  1.06720940  0.09848473  1.17976787  0.21519066  0.99824000  0.03156900
306  3.26404848  0.01097176  1.02575939  0.09439409  1.02671464  0.09865439  1.21157445  0.21553804  0.99866000  0.03142524
307  3.23259957  0.00920646  0.97893863  0.09455703  1.05642104  0.09881257  1.19723990  0.21580481  0.99832000  0.03140044
308  3.23420996  0.00828199  0.96771711  0.09471541  1.08835795  0.09898424  1.17813491  0.21603311  0.99894000  0.03162670
309  3.25448563  0.02229809  0.98304903  0.09487134  1.06990527  0.09916285  1.20153132  0.21724808  0.99872000  0.03151441
310  3.18006028  0.00733447  0.94663230  0.09502857  1.11237305  0.09933757  1.12105493  0.21744129  0.99874000  0.03138542
311  3.21722668  0.00860123  0.96398677  0.09517686  1.08221056  0.09951901  1.17102935  0.21767178  0.99852000  0.03201771
312  3.22626539  0.01083033  0.97941672  0.09532824  1.07267355  0.09969352  1.17417512  0.21800700  0.99864000  0.03150392
313  3.24147291  0.01086321  0.95478655  0.09548123  1.08852539  0.09986365  1.19816097  0.21834338  0.99850000  0.03172374
314  3.22567644  0.01051719  1.00549000  0.09562393  1.06475423  0.10003264  1.15543221  0.21866590  0.99866000  0.03143120
315  3.23652883  0.00877504  1.00650966  0.09577825  1.04497088  0.10019847  1.18504829  0.21890606  0.99886000  0.03141856
316  3.22826852  0.00937543  0.97434844  0.09593706  1.08439691  0.10036403  1.16952317  0.21917407  0.99864000  0.03124118
317  3.24405735  0.00786408  1.01986322  0.09608495  1.04112978  0.10053448  1.18306435  0.21938114  0.99876000  0.03152394
318  3.23421495  0.00950741  0.95048208  0.09625088  1.12091143  0.10070632  1.16282143  0.21965470  0.99844000  0.03135490
319  3.22248472  0.01052606  0.98119817  0.09639759  1.04668977  0.10088436  1.19459679  0.21997003  0.99826000  0.03164768
320  3.20222725  0.00715156  1.00040500  0.09654622  1.05544534  0.10104402  1.14637692  0.22015376  0.99852000  0.03126335
321  3.23807831  0.00867648  0.97367632  0.09670106  1.08276102  0.10121025  1.18164097  0.22038770  0.99844000  0.03186226
322  3.24247544  0.01065652  1.00839516  0.09684477  1.03585413  0.10137394  1.19822615  0.22071118  0.99870000  0.03180957
323  3.26284048  0.00817178  1.00035241  0.09700126  1.04789221  0.10153347  1.21459586  0.22093048  0.99860000  0.03130507
324  3.24418851  0.00944767  1.00912568  0.09715102  1.05238722  0.10169097  1.18267561  0.22120261  0.99886000  0.03150225
325  3.26022986  0.01121470  0.98657670  0.09730658  1.05596345  0.10185150  1.21768972  0.22155285  0.99844000  0.03145909
326  3.23950392  0.00997117  1.00747835  0.09745324  1.06578848  0.10201273  1.16623709  0.22184799  0.99840000  0.03160453
327  3.18785497  0.00770876  0.93297320  0.09761308  1.13755979  0.10218510  1.11732198  0.22204647  0.99850000  0.03181696
328  3.21417891  0.00884642  0.95451092  0.09775464  1.10151504  0.10236721  1.15815295  0.22228181  0.99832000  0.03122330
329  3.24469768  0.01165776  0.98497855  0.09790022  1.06298584  0.10254084  1.19673328  0.22265039  0.99866000  0.03126550
330  3.24053740  0.00929699  0.96223927  0.09805354  1.09899548  0.10270899  1.17930266  0.22291222  0.99866000  0.03171778
331  3.20809340  0.00840014  0.97819219  0.09819807  1.06485510  0.10287869  1.16504611  0.22313534  0.99846000  0.03154564
332  3.21277621  0.00737180  0.99913009  0.09834364  1.04732915  0.10303907  1.16631697  0.22332061  0.99842000  0.03128624
333  3.23613432  0.01336254  0.98185215  0.09849585  1.07691197  0.10320007  1.17737020  0.22378423  0.99862000  0.03134537
334  3.24851280  0.00932197  1.01023285  0.09864114  1.05125913  0.10336394  1.18702083  0.22404366  0.99844000  0.03176665
335  3.25163581  0.00980154  0.98073019  0.09879659  1.07401370  0.10352758  1.19689192  0.22432432  0.99856000  0.03151727
336  3.21621935  0.00941112  0.94623940  0.09894619  1.10882931  0.10369525  1.16115064  0.22458843  0.99850000  0.03161240
337  3.20787851  0.01104679  0.93656830  0.09909174  1.11595828  0.10387064  1.15535194  0.22492266  0.99844000  0.03162384
338  3.24091270  0.00723527  0.98951689  0.09923059  1.08844049  0.10404474  1.16295533  0.22510255  0.99842000  0.03140378
339  3.22917034  0.01006345  0.98649459  0.09937731  1.06396210  0.10421005  1.17871366  0.22539035  0.99864000  0.03142238
340  3.24067828  0.00775881  0.98663583  0.09952651  1.06756320  0.10437345  1.18647926  0.22558857  0.99868000  0.03181672
341  3.23939140  0.00739351  0.97600373  0.09967754  1.09612194  0.10454198  1.16726573  0.22577601  0.99820000  0.03245211
342  3.23498121  0.00807932  0.98431127  0.09982096  1.07850321  0.10470868  1.17216673  0.22598451  0.99840000  0.03178144
343  3.19086628  0.00657559  0.96788962  0.09996764  1.10592787  0.10487425  1.11704878  0.22614449  0.99850000  0.03173065
344  3.21727387  0.01153201  0.97550360  0.10011326  1.08220786  0.10504570  1.15956241  0.22649644  0.99892000  0.03137517
345  3.23186179  0.00852398  0.98651631  0.10025596  1.07217755  0.10520885  1.17316793  0.22671934  0.99836000  0.03188348
346  3.20525016  0.01059814  0.96004320  0.10040176  1.08641915  0.10536818  1.15878781  0.22702992  0.99844000  0.03180361
347  3.21214872  0.00893132  0.97465820  0.10054453  1.09979434  0.10553646  1.13769618  0.22726842  0.99840000  0.03145409
348  3.22253952  0.00846740  0.96205579  0.10069334  1.08517309  0.10570723  1.17531064  0.22748571  0.99878000  0.03124428
349  3.24915414  0.01180013  1.01431227  0.10083335  1.05866437  0.10587003  1.17617750  0.22785621  0.99846000  0.03155804
