  -0.52438   0.458704   0.518531  -0.442285  -0.198048 -0.0877663  -0.242685  -0.222428  -0.239669  -0.249244
 -0.186647  -0.102709     1.0221  0.0926221   -1.04339 -0.0917651  0.0978285   -1.03553  -0.100698    1.03614
 -0.114385  -0.231495   -0.21545  -0.145231 -0.0805593  -0.127546  -0.267745   -0.11017  -0.245047  -0.227354
