 0.0540163  0.0752857 -0.0426564 -0.0385604  -0.143863  -0.267745  -0.239669 -0.0712204  -0.148477  -0.172289
 -0.220049  -0.262081 -0.0278554 0.00662041  0.0674323 -0.0611888 -0.0328914 -0.0927764 -0.0202221   0.106414
 -0.114385  -0.203961  -0.175526 -0.0805593  -0.242685  -0.243559  -0.245047  -0.168419  -0.143495  -0.212502
   0.30086  -0.117359  -0.145231 -0.0877663  -0.149612   -0.11017  -0.249244  -0.103183  -0.166148  -0.116734
